policy,param,value,scenario,seed,mean_reward,sla_violation_rate,embb_goodput_mbps,urllc_rtt_p95_ms,guardrail_intervention_rate,decision_latency_mean_ms
linucb,policy.linucb.alpha,0.0,sawtooth,102,0.17033379406558585,0.0,1.9980622480420578,2.0,0.0,0.1415292592592247
linucb,policy.linucb.alpha,0.0,sawtooth,103,0.17088008632773183,0.0,1.9908715491880766,2.0,0.0,0.18990222222209732
linucb,policy.linucb.alpha,0.0,sawtooth,104,0.16944050645285325,0.0,1.9971557551502732,2.0,0.0,0.14888777777752307
linucb,policy.linucb.alpha,0.02,adversarial,100,0.13912215360389193,0.003703703703703704,3.3811043582193463,5.68241230099818,0.05925925925925926,0.19426925925953523
linucb,policy.linucb.alpha,0.02,adversarial,101,0.1361686652307608,0.003703703703703704,3.3741902960157866,5.5467715377894065,0.05185185185185185,0.16108370370378428
linucb,policy.linucb.alpha,0.02,adversarial,102,0.1295121489812328,0.0,3.378069470161779,5.549141233947949,0.07037037037037037,0.1920585185185391
linucb,policy.linucb.alpha,0.02,adversarial,103,0.1334302402162763,0.003703703703703704,3.3508734726048868,5.408456101961213,0.1111111111111111,0.10894037037042874
linucb,policy.linucb.alpha,0.02,adversarial,104,0.09657767008680014,0.014814814814814815,3.3896674295719853,5.762814465207668,0.08148148148148149,0.11264888888873172
linucb,policy.linucb.alpha,0.02,burst,100,0.19110846001156348,0.0,2.79431233035994,5.25338501070353,0.0,0.14649296296282813
linucb,policy.linucb.alpha,0.02,burst,101,0.16947671847420237,0.0,2.5240323162549756,3.398951992675208,0.0,0.1209040740742277
linucb,policy.linucb.alpha,0.02,burst,102,0.176344079266394,0.0,2.5589495241613953,3.3812711446845873,0.0,0.15619851851856428
linucb,policy.linucb.alpha,0.02,burst,103,0.1673181286559013,0.0,2.49199166787212,3.393844065322645,0.0,0.12238333333316805
linucb,policy.linucb.alpha,0.02,burst,104,0.17576668368152334,0.0,2.526446838128096,3.381765745758734,0.0,0.14882666666625044
linucb,policy.linucb.alpha,0.02,ramp,100,0.2595963584289287,0.0,2.792898256811634,2.5150540331014475,0.0,0.141003333333995
linucb,policy.linucb.alpha,0.02,ramp,101,0.25857001930652634,0.0,2.743001719198868,2.521026851154934,0.0,0.14254703703663288
linucb,policy.linucb.alpha,0.02,ramp,102,0.25344352179638113,0.0,2.749397503681899,2.5350717484516005,0.0,0.14071962962987072
linucb,policy.linucb.alpha,0.02,ramp,103,0.25695457879315314,0.0,2.7443783634470567,2.5711475242716606,0.0,0.11930222222268319
linucb,policy.linucb.alpha,0.02,ramp,104,0.25858969482460936,0.0,2.7555528788614763,2.516274709286641,0.0,0.12319962962955608
linucb,policy.linucb.alpha,0.02,sawtooth,100,0.27365075387574367,0.0,2.708603919304486,3.185112295736942,0.0,0.12076370370329591
linucb,policy.linucb.alpha,0.02,sawtooth,101,0.3218245021324071,0.0,2.9950740655246606,3.289924767956022,0.0,0.1017244444447577
linucb,policy.linucb.alpha,0.02,sawtooth,102,0.17033379406558585,0.0,1.9980622480420578,2.0,0.0,0.1130762962958969
linucb,policy.linucb.alpha,0.02,sawtooth,103,0.27512334581485387,0.0,2.6879375029882233,3.2503340249514356,0.0,0.12686740740653696
linucb,policy.linucb.alpha,0.02,sawtooth,104,0.21361909564349563,0.0,2.294051932758967,2.426230572678652,0.0,0.15132222222233707
