policy,baseline,scenario,metric,n_paired,mean_delta,ci95_half,ci95_lo,ci95_hi,separated_from_zero
linucb,static_equal,burst,guardrail_intervention_rate,10,0.12851851851851853,0.06531837747060054,0.06320014104791799,0.19383689598911907,True
linucb,static_equal,burst,decision_latency_mean_ms,10,0.07145803703446486,0.0024816954274963815,0.06897634160696849,0.07393973246196124,True
linucb,static_equal,burst,decision_latency_p99_ms,10,0.16587570001762236,0.03260355029145284,0.13327214972616952,0.1984792503090752,True
linucb,static_equal,burst,mean_reward,10,-0.017742327560652024,0.004555642433773774,-0.0222979699944258,-0.01318668512687825,True
linucb,static_equal,burst,link_util_mean,10,0.0012840302445242147,0.0009834160077249168,0.0003006142367992979,0.0022674462522491315,True
linucb_pretrained,static_equal,burst,urllc_rtt_p50_ms,10,1.0736705398428135,0.17444995809844824,0.8992205817443653,1.2481204979412617,True
linucb_pretrained,static_equal,burst,urllc_rtt_p95_ms,10,1.9033184757257033,0.0063311015210162965,1.896987374204687,1.9096495772467197,True
linucb_pretrained,static_equal,burst,urllc_rtt_p99_ms,10,1.9514969760740724,0.018472289128662736,1.9330246869454095,1.9699692652027352,True
linucb_pretrained,static_equal,burst,sla_violation_rate,10,0.0,0.0,0.0,0.0,False
linucb_pretrained,static_equal,burst,embb_goodput_mbps,10,0.28775168411217156,0.006100497953552111,0.28165118615861945,0.29385218206572367,True
linucb_pretrained,static_equal,burst,be_goodput_mbps,10,-0.21883431223086594,0.008417918497283955,-0.2272522307281499,-0.21041639373358198,True
linucb_pretrained,static_equal,burst,total_drops,10,-1565.6,166.09677475369307,-1731.696774753693,-1399.5032252463068,True
linucb_pretrained,static_equal,burst,guardrail_intervention_rate,10,0.0,0.0,0.0,0.0,False
linucb_pretrained,static_equal,burst,decision_latency_mean_ms,10,0.07224644444437497,0.0027435714201054662,0.06950287302426951,0.07499001586448044,True
linucb_pretrained,static_equal,burst,decision_latency_p99_ms,10,0.174157299998445,0.039377039844705794,0.13478026015373923,0.2135343398431508,True
linucb_pretrained,static_equal,burst,mean_reward,10,0.015743164951516102,0.0008427371154747118,0.014900427836041391,0.016585902066990815,True
linucb_pretrained,static_equal,burst,link_util_mean,10,0.006889375779871532,0.0007625423553858963,0.006126833424485635,0.007651918135257428,True
oracle,static_equal,burst,urllc_rtt_p50_ms,10,1.70139200728482,0.38476121252172835,1.3166307947630917,2.0861532198065484,True
oracle,static_equal,burst,urllc_rtt_p95_ms,10,1.903530723418978,0.007824493541408108,1.89570622987757,1.911355216960386,True
oracle,static_equal,burst,urllc_rtt_p99_ms,10,1.9541847100187546,0.01759979293279583,1.9365849170859588,1.9717845029515504,True
oracle,static_equal,burst,sla_violation_rate,10,0.0,0.0,0.0,0.0,False
oracle,static_equal,burst,embb_goodput_mbps,10,0.2936275950643486,0.005495772958128827,0.2881318221062198,0.2991233680224774,True
oracle,static_equal,burst,be_goodput_mbps,10,-0.22187837492976756,0.008278619815928905,-0.23015699474569645,-0.21359975511383866,True
oracle,static_equal,burst,total_drops,10,-1629.4,153.89069428363726,-1783.2906942836373,-1475.5093057163629,True
oracle,static_equal,burst,guardrail_intervention_rate,10,0.0,0.0,0.0,0.0,False
oracle,static_equal,burst,decision_latency_mean_ms,10,0.0008508518498545833,0.0013016437053308596,-0.00045079185547627627,0.0021524955551854427,False
oracle,static_equal,burst,decision_latency_p99_ms,10,0.001519600000722919,0.01633292304660572,-0.014813323045882799,0.017852523047328636,False
oracle,static_equal,burst,mean_reward,10,0.016416475271275564,0.0007767052522132379,0.015639770019062325,0.017193180523488803,True
oracle,static_equal,burst,link_util_mean,10,0.007172560605199096,0.0007087187011654063,0.00646384190403369,0.007881279306364503,True
static_safe,static_equal,burst,urllc_rtt_p50_ms,10,0.0,0.0,0.0,0.0,False
static_safe,static_equal,burst,urllc_rtt_p95_ms,10,-1.3889440295580584,0.01667640061626782,-1.4056204301743263,-1.3722676289417906,True
static_safe,static_equal,burst,urllc_rtt_p99_ms,10,-1.513716640937346,0.028317964718015703,-1.5420346056553615,-1.4853986762193303,True
static_safe,static_equal,burst,sla_violation_rate,10,0.0,0.0,0.0,0.0,False
static_safe,static_equal,burst,embb_goodput_mbps,10,-0.6678286601497947,0.005991389682949776,-0.6738200498327445,-0.6618372704668449,True
static_safe,static_equal,burst,be_goodput_mbps,10,0.10431900854050684,0.011305733501834586,0.09301327503867225,0.11562474204234142,True
static_safe,static_equal,burst,total_drops,10,12699.2,321.0497566210254,12378.150243378976,13020.249756621026,True
static_safe,static_equal,burst,guardrail_intervention_rate,10,0.0,0.0,0.0,0.0,False
static_safe,static_equal,burst,decision_latency_mean_ms,10,-0.00268600000046051,0.0011370747144756306,-0.0038230747149361408,-0.0015489252859848795,True
static_safe,static_equal,burst,decision_latency_p99_ms,10,-0.009217699999617,0.008672810149765488,-0.017890510149382487,-0.0005448898498515119,True
static_safe,static_equal,burst,mean_reward,10,-0.09187374020320867,0.001452627363296761,-0.09332636756650543,-0.0904211128399119,True
static_safe,static_equal,burst,link_util_mean,10,-0.056350409317795155,0.0014290493980794877,-0.05777945871587464,-0.05492135991971567,True
threshold,static_equal,burst,urllc_rtt_p50_ms,10,0.0,0.0,0.0,0.0,False
threshold,static_equal,burst,urllc_rtt_p95_ms,10,1.8905832112442795,0.011524020774341025,1.8790591904699385,1.9021072320186205,True
