policy,param,value,scenario,seed,mean_reward,sla_violation_rate,embb_goodput_mbps,urllc_rtt_p95_ms,guardrail_intervention_rate,decision_latency_mean_ms
epsilon_greedy,policy.epsilon_greedy.epsilon,0.1,sawtooth,102,0.31219673890891975,0.018518518518518517,3.4554512760074023,5.4756529317695675,0.2037037037037037,0.06445925925230835
epsilon_greedy,policy.epsilon_greedy.epsilon,0.1,sawtooth,103,0.3278296815987467,0.014814814814814815,3.413298418310457,5.805504367958101,0.23703703703703705,0.07105111111345482
epsilon_greedy,policy.epsilon_greedy.epsilon,0.1,sawtooth,104,0.32035139511851163,0.011111111111111112,3.260398986465925,5.21854399732237,0.04814814814814815,0.060435555558847734
epsilon_greedy,policy.epsilon_greedy.epsilon,0.2,adversarial,100,0.10654409575449021,0.044444444444444446,4.107388681899267,5.3129780499950305,0.17777777777777778,0.07234333333254081
epsilon_greedy,policy.epsilon_greedy.epsilon,0.2,adversarial,101,0.14063222594995572,0.05185185185185185,4.335733414334854,6.7913405055726175,0.2074074074074074,0.09683370370036452
epsilon_greedy,policy.epsilon_greedy.epsilon,0.2,adversarial,102,0.13888120360977357,0.05185185185185185,4.57997145099209,6.03941039516234,0.2111111111111111,0.09526481480819442
epsilon_greedy,policy.epsilon_greedy.epsilon,0.2,adversarial,103,0.1361438711464994,0.044444444444444446,4.1331151013224146,6.5742396023828364,0.17407407407407408,0.078936666669607
epsilon_greedy,policy.epsilon_greedy.epsilon,0.2,adversarial,104,0.06117687367165293,0.05185185185185185,3.9484179083220936,6.922091396377573,0.2,0.06720222222400951
epsilon_greedy,policy.epsilon_greedy.epsilon,0.2,burst,100,0.1652621075650451,0.011111111111111112,2.8195277559820817,5.25338501070353,0.1111111111111111,0.06000148147938523
epsilon_greedy,policy.epsilon_greedy.epsilon,0.2,burst,101,0.12854393924569596,0.014814814814814815,2.7310653875880164,6.289108663602779,0.36666666666666664,0.0723833333322714
epsilon_greedy,policy.epsilon_greedy.epsilon,0.2,burst,102,0.1449161006318437,0.014814814814814815,2.7686505898964104,5.328117909824268,0.07777777777777778,0.0677540740719417
epsilon_greedy,policy.epsilon_greedy.epsilon,0.2,burst,103,0.14853649578287192,0.011111111111111112,2.806348949933175,5.593281431765842,0.23703703703703705,0.08497740740520182
epsilon_greedy,policy.epsilon_greedy.epsilon,0.2,burst,104,0.13926454086466228,0.014814814814814815,2.6106280668756647,4.917783384643935,0.06296296296296296,0.09163148148108693
epsilon_greedy,policy.epsilon_greedy.epsilon,0.2,ramp,100,0.2595907886788324,0.018518518518518517,3.1648200311493424,4.838748855004723,0.09259259259259259,0.09276185185298244
epsilon_greedy,policy.epsilon_greedy.epsilon,0.2,ramp,101,0.3166867811640874,0.003703703703703704,3.294814212809741,4.262724489077209,0.03333333333333333,0.08270518518303208
epsilon_greedy,policy.epsilon_greedy.epsilon,0.2,ramp,102,0.28511013820476955,0.011111111111111112,3.211017209007937,4.1903288488059856,0.07037037037037037,0.07378222221927057
epsilon_greedy,policy.epsilon_greedy.epsilon,0.2,ramp,103,0.30651634173288095,0.003703703703703704,3.2173459710871017,4.240424673895237,0.04814814814814815,0.0688737037072079
epsilon_greedy,policy.epsilon_greedy.epsilon,0.2,ramp,104,0.32182497645968394,0.0,3.2634977054338417,5.164057937102443,0.06296296296296296,0.06993666666959245
epsilon_greedy,policy.epsilon_greedy.epsilon,0.2,sawtooth,100,0.25230897338798713,0.02962962962962963,3.1773358415194455,5.333017202388508,0.18888888888888888,0.07388037037117101
