value,n_runs,mean_reward,mean_reward_ci95,sla_violation_rate,sla_violation_rate_ci95,embb_goodput_mbps,embb_goodput_mbps_ci95,urllc_rtt_p95_ms,urllc_rtt_p95_ms_ci95,guardrail_intervention_rate,guardrail_intervention_rate_ci95,decision_latency_mean_ms,decision_latency_mean_ms_ci95
0.0,20,0.23343613965341933,0.04598629128246724,0.022222222222222223,0.010948465644255593,3.5428626462683512,0.32312106544905805,6.1074727452977395,1.065660645861023,0.227037037037037,0.07364043259715129,0.09231029629629758,0.0064823312829624625
0.02,20,0.23184729820322675,0.04728014916346696,0.021296296296296296,0.01036795885941348,3.490197333842618,0.2992047441404585,5.949595806681378,0.9871486971400051,0.20962962962962967,0.07190921778011232,0.1198664999998524,0.020242726002366478
0.05,20,0.2292579611550225,0.042078699482741774,0.02111111111111111,0.010108858882722083,3.481607063759056,0.3241155426968587,5.659893920198284,0.8360748354440387,0.19203703703703703,0.07336757805977484,0.16171031481450077,0.020924874003090937
0.1,20,0.22477142360787045,0.04710866989527454,0.020000000000000004,0.008386891919748106,3.393199224644544,0.27810100497774154,5.554843508456752,0.608894187819898,0.1662962962962963,0.06103081206287591,0.15417970370403164,0.02765503523702118
0.2,20,0.2172692128802633,0.04359356940020785,0.021666666666666667,0.008174434346543788,3.3858316851634847,0.26230760967728656,5.467354812748232,0.3751646831302431,0.1537037037037037,0.040294005196578726,0.07943572222112985,0.005073418341272276
0.4,20,0.19768110137492484,0.04074231864564777,0.02537037037037037,0.006319640061659273,3.3083450910827255,0.2735034702028177,5.6107491385641985,0.24105184768145577,0.1487037037037037,0.02249732929848895,0.07956024074082456,0.005182712237967253
