w_sla,w_drop,policy,scenario,seed,mean_reward,sla_violation_rate,embb_goodput_mbps,urllc_rtt_p95_ms,guardrail_intervention_rate
0.25,0.0,linucb,sawtooth,100,0.42747714834960715,0.007407407407407408,3.4315282056542107,5.188189544067424,0.08518518518518518
0.25,0.0,linucb,sawtooth,101,0.4196578662091014,0.011111111111111112,3.410648581725186,5.321121292553121,0.09259259259259259
0.25,0.0,linucb,sawtooth,102,0.4159904479462506,0.011111111111111112,3.407056190692209,5.388314982860805,0.12962962962962962
0.25,0.5,static_safe,adversarial,100,-0.04299084523691879,0.0,2.0,3.2009041157100344,0.0
0.25,0.5,static_safe,adversarial,101,-0.04500706064063098,0.0,2.0,3.013786333761693,0.0
0.25,0.5,static_safe,adversarial,102,-0.05967033203995815,0.0,2.0,2.9657279839046975,0.0
0.25,0.5,static_safe,burst,100,0.09839886111954572,0.0,1.9702268035342274,2.0,0.0
0.25,0.5,static_safe,burst,101,0.09548353979568355,0.0,1.9833226062358258,2.0,0.0
0.25,0.5,static_safe,burst,102,0.0977408787089377,0.0,1.9830109600958732,2.0,0.0
0.25,0.5,static_safe,ramp,100,0.11840240947854032,0.0,1.84938778204917,2.0,0.0
0.25,0.5,static_safe,ramp,101,0.12463839884053461,0.0,1.8436361776096581,2.0,0.0
0.25,0.5,static_safe,ramp,102,0.11875462592196458,0.0,1.8448302751377692,2.0,0.0
0.25,0.5,static_safe,sawtooth,100,0.1670742265227904,0.0,1.9922297255918575,2.0,0.0
0.25,0.5,static_safe,sawtooth,101,0.17399408857848844,0.0,1.9941276136904849,2.0,0.0
0.25,0.5,static_safe,sawtooth,102,0.17033379406558585,0.0,1.9980622480420578,2.0,0.0
0.25,0.5,static_equal,adversarial,100,0.16006630599159083,0.0,3.395242005285787,5.68241230099818,0.0
0.25,0.5,static_equal,adversarial,101,0.15661227635869165,0.0,3.3909151877580483,5.526508884914903,0.0
0.25,0.5,static_equal,adversarial,102,0.14013550891962054,0.0,3.381531376091246,5.510993157443726,0.0
0.25,0.5,static_equal,burst,100,0.18944182933579856,0.0,2.638148374219868,3.375821129945088,0.0
0.25,0.5,static_equal,burst,101,0.18992301358016322,0.0,2.6683406589690977,3.4143939649152855,0.0
